,9.037942,45.546918
,9.040504,45.546917
,9.043067,45.546916
,9.045629,45.546915
,9.048191,45.546914
,9.050753,45.546913
,9.053315,45.546912
,9.055877,45.546911
,9.058439,45.546909
,9.061001,45.546908
,9.063563,45.546907
,9.066125,45.546905
,9.068687,45.546904
,9.071249,45.546902
,9.073811,45.546900
,9.076373,45.546899
,9.078936,45.546897
,9.081498,45.546895
,9.084060,45.546893
,9.086622,45.546891
,9.089184,45.546889
,9.091746,45.546887
,9.094308,45.546885
,9.096870,45.546883
,9.099432,45.546881
,9.101994,45.546879
,9.104556,45.546876
,9.107118,45.546874
,9.109680,45.546872
,9.112242,45.546869
,9.114804,45.546867
,9.117366,45.546864
,9.119929,45.546861
,9.122491,45.546859
,9.125053,45.546856
,9.127615,45.546853
,9.130177,45.546850
,9.132739,45.546847
,9.135301,45.546844
,9.137863,45.546841
,9.140425,45.546838
,9.142987,45.546835
,9.145549,45.546832
,9.148111,45.546828
,9.150673,45.546825
,9.153235,45.546821
,9.155797,45.546818
,9.158359,45.546814
,9.160921,45.546811
,9.163484,45.546807
,9.166046,45.546804
,9.168608,45.546800
,9.171170,45.546796
,9.173732,45.546792
,9.176294,45.546788
,9.178856,45.546784
,9.181418,45.546780
,9.183980,45.546776
,9.186542,45.546772
,9.189104,45.546768
,9.191666,45.546763
,9.194228,45.546759
,9.196790,45.546755
,9.199352,45.546750
,9.201914,45.546746
,9.204476,45.546741
,9.207038,45.546737
,9.209600,45.546732
,9.212162,45.546727
,9.214724,45.546722
,9.217287,45.546718
,9.219849,45.546713
,9.222411,45.546708
,9.224973,45.546703
,9.227535,45.546698
,9.230097,45.546692
,9.232659,45.546687
,9.235221,45.546682
,9.237783,45.546677
,9.240345,45.546671
,9.242907,45.546666
,9.245469,45.546660
,9.248031,45.546655
,9.250593,45.546649
,9.253155,45.546644
,9.255717,45.546638
,9.258279,45.546632
,9.260841,45.546626
,9.263403,45.546621
,9.265965,45.546615
,9.268527,45.546609
,9.271089,45.546603
,9.273651,45.546596
,9.276213,45.546590
,9.278775,45.546584
,9.037941,45.545118
,9.040503,45.545117
,9.043065,45.545116
,9.045627,45.545115
,9.048189,45.545114
,9.050751,45.545113
,9.053313,45.545112
,9.055875,45.545110
,9.058437,45.545109
,9.060999,45.545108
